first_name,middle_name,last_name,suffix,credential,prefix,name,t_CorporationNameBranchType,t_ProxyFor,t_OtherSurname,t_OtherCorporationName,t_SecondMiddleName,t_And,t_SecondNickname,t_CorporationName,t_SecondPrefixMarital,t_PrefixMarital,t_Surname,t_CorporationNameAndCompany,t_SecondMiddleInitial,t_CorporationNameOrganization,t_MiddleInitial,t_SecondGivenName,t_CorporationLegalType,t_SecondShortForm,t_CorporationCommitteeType,t_Nickname,t_SecondCorporationName,t_FirstInitial,t_MiddleName,t_SecondSuffixOther,t_ShortForm,t_OtherCorporationNameOrganizati,t_SecondFirstInitial,t_SecondCorporationNameAndCompan,t_SecondCorporationCommitteeType,t_SecondCorporationNameBranchIde,t_SuffixOther,t_SuffixGenerational,t_GivenName,t_LastInitial,t_OtherSuffixOther,t_CorporationNameBranchIdentifie,t_OtherCorporationCommitteeType,t_SecondCorporationNameOrganizat,t_SecondCorporationNameBranchTyp,t_SecondSurname,t_PrefixOther,t_SecondSuffixGenerational,t_SecondPrefixOther,t_AKA,tag_type,error_found_second_entity,error_surname,error_tag_type,error_any
ANGELIQUE,,ANDERSON,,M.D.,Ms.,Ms ANGELIQUE ANDERSON MD,,,,,,,,,,Ms,,,,,,,,,,,,,ANDERSON,,,,,,,,MD,,ANGELIQUE,,,,,,,,,,,,Person,False,True,False,True
MARYELLEN,ANN,WALTZ,,,Miss,Miss MARYELLEN ANN WALTZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
JEAN FRANCOIS,H,GESCHWIND,,,Dr.,Dr JEAN FRANCOIS H GESCHWIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
TERRY,,SOBEY,,,Mr. & Mrs.,Mr. & Mrs. TERRY SOBEY,,,,,,&,,,,Mr.,TERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOBEY,,,,,Household,True,True,False,True
XANTHE,,VICTORIA,,M.D.,,XANTHE VICTORIA MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD,,VICTORIA,,,,,,,,XANTHE,,,,Person,False,True,False,True
VIJAY,S,PARMAR,,,Ms.,Ms. VIJAY S PARMAR,,,,,,,,Ms. VIJAY S PARMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
SUJATHA,,SAJEEVAN,,,Ms.,Ms. SUJATHA SAJEEVAN,,,,,,,,Ms. SUJATHA SAJEEVAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
MO,,CALE,,,Mr. & Mrs.,Mr and Mrs MO CALE,,,,,,and,,,,Mr,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CALE,,,,,Household,True,True,False,True
ANDREW,DODDS,DAND,,,Mr. & Mrs.,Mr. and Mrs. ANDREW DODDS DAND,,,,,,and,,,,Mr.,DODDS,,,,,,,,,,,,,,,,,,,,,,ANDREW,,,,,,,DAND,,,,,Household,True,True,False,True
ALLISON,M,MEDER,,,Miss,Miss ALLISON M MEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
DEJANA,,GRK,,,Dr.,Dr DEJANA GRK,,,,,,,,Dr DEJANA GRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
CHARLES,GIA,PHAN,,,Mr. & Mrs.,Mr and Mrs CHARLES GIA PHAN,,,,,,and,,,,Mr,CHARLES,,,,,,,,,,,,,,,,,,,,,,GIA,,,,,,,PHAN,,,,,Household,True,True,False,True
KYRSTEN,DEL,FAIRBANKS,,,,KYRSTEN DEL FAIRBANKS,,,,,,,,KYRSTEN DEL FAIRBANKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
JOEL,,RAMOS AYALA,,,,JOEL RAMOS AYALA,,,,,,,,,,,AYALA,,,,,,,,,,,,RAMOS,,,,,,,,,,JOEL,,,,,,,,,,,,Person,False,True,False,True
ROSEMARY,LOUISE,JANOFSKY,,,Miss,Miss ROSEMARY LOUISE JANOFSKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
EDEDET,,UDO,,M.D.,Dr. & Mrs.,"Dr & Mrs EDEDET UDO, MD",,,,,,&,,,,Mrs,EDEDET,,,,,,,,,,,,,,,,,,,,MD,,,,,,,,,UDO,Dr,,,,Household,True,True,False,True
PATRICIA,A,BALDUCCI  ESPIRITU,,,Dr.,Dr. PATRICIA A BALDUCCI ESPIRITU,,,,,,,,,,,BALDUCCI ESPIRITU,,,,A,,,,,,,,,,,,,,,,,,PATRICIA,,,,,,,,Dr.,,,,Person,False,True,False,True
LINDSEY,R,NORMAN,,,Miss,Miss LINDSEY R NORMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
LI,,LIU,,,Miss,Miss LI LIU,,,,,,,,,,,LI LIU,,,,,,,,,,,,,,,,,,,,,,Miss,,,,,,,,,,,,Person,False,True,False,True
LAINA,,FEINSTEIN,,,Ms.,Ms LAINA FEINSTEIN,,,,,,,,Ms LAINA FEINSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
PIETRO,,COLONNA ROMANO,,,Mr. & Mrs.,Mr & Mrs PIETRO COLONNA ROMANO,,,,,,&,,,,Mr,PIETRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLONNA ROMANO,,,,,Household,True,True,False,True
DAVID,,ACEVEDO MORALES,,M.D.,Dr. & Mrs.,"Dr & Mrs DAVID ACEVEDO MORALES, MD",,,,,,&,,,,Mrs,ACEVEDO,,,,,,,,,,,,,,,,,,,,MD,,DAVID,,,,,,,MORALES,Dr,,,,Household,True,True,False,True
SAMER,,DOLA,,,,SAMER DOLA,,,,,,,,SAMER DOLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
TREVOR,P,VAN WYK,,,Dr. & Mrs.,Dr & Mrs TREVOR P VAN WYK,,,,,,&,,,,Mrs,VAN,,,,P,,,,,,,,,,,,,,,,,,TREVOR,,,,,,,WYK,Dr,,,,Household,True,True,False,True
IQBAL,,JANGDA,,M.D.,,IQBAL JANGDA MD,,,,,,,,,,,IQBAL,,,,,,,,,,,,,,,,,,,,MD,,JANGDA,,,,,,,,,,,,Person,False,True,False,True
PALLAVI,A,DANFORTH,,,Ms.,Ms PALLAVI A DANFORTH,,,,,,,,Ms PALLAVI A DANFORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
J. NICKOLAS,,BERBOS,,M.D.,,J. NICKOLAS BERBOS M.D.,,,,,,,,,,,,,,,,,,,,,,J.,NICKOLAS,,,,,,,,BERBOS M.D.,,,,,,,,,,,,,,Person,False,True,False,True
RAGAN,,FALL,,,Miss,Miss RAGAN FALL,,,,,,,,,,,RAGAN FALL,,,,,,,,,,,,,,,,,,,,,,Miss,,,,,,,,,,,,Person,False,True,False,True
MARI,,VIOLA SALTZMAN,,,Ms.,Ms MARI VIOLA SALTZMAN,,,,,,,,,,Ms,SALTZMAN,,,,,,,,,,,,VIOLA,,,,,,,,,,MARI,,,,,,,,,,,,Person,False,True,False,True
KIRSTEN,E,EMERY NICHOLAS,,,Ms.,Ms KIRSTEN E EMERY NICHOLAS,,,,,,,,Ms KIRSTEN E EMERY NICHOLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
RAVI,,DHINGRA,,,Mr. & Mrs.,Mr and Mrs RAVI DHINGRA,,,,,,and,,,,Mr,RAVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHINGRA,,,,,Household,True,True,False,True
JOHN,PLUMMER,HOLT,JR.,,Mr. & Mrs.,Mr & Mrs JOHN PLUMMER HOLT JR,,,,,,,,Mr & Mrs JOHN PLUMMER HOLT JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
ANTAL,,TAKACS,,M.D.,,"ANTAL TAKACS, M.D.",,,,,,,,,,,ANTAL TAKACS,,,,,,,,,,,,,,,,,,,,M.D.,,,,,,,,,,,,,,Person,False,True,False,True
MIHAELA,ELENA,MATEI,,,Dr.,Dr MIHAELA ELENA MATEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
CLYTIE,S,RIMBERG,,,Ms.,Ms CLYTIE S RIMBERG,,,,,,,,Ms CLYTIE S RIMBERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
GRETA,VIRGINIA,GUYER,,,,GRETA VIRGINIA GUYER,,,,,,,,,,,VIRGINIA GUYER,,,,,,,,,,,,,,,,,,,,,,GRETA,,,,,,,,,,,,Person,False,True,False,True
LENI,T,SUMICH,II,,Dr. & Mrs.,Dr. & Mrs. LENI T SUMICH II,,,,,,,,Dr. & Mrs. LENI T SUMICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,II,,,,,,,,,Corporation,False,True,True,True
WILSON,,CRUZ-LEAL,,,Dr. & Mrs.,Dr. & Mrs. WILSON CRUZ-LEAL,,,,,,,,Dr. & Mrs. WILSON CRUZ-LEAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
FARUQUE,,AHMED,,M.D.,Dr.,"Dr. FARUQUE AHMED, M.D.",,,,,,,,,,,FARUQUE AHMED,,,,,,,,,,,,,,,,,,,,M.D.,,,,,,,,,,Dr.,,,,Person,False,True,False,True
LISA,CHRISTINE,RIVERA,,,Miss,Miss LISA CHRISTINE RIVERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
NILANJANA,,KOTHARI,,,Ms.,Ms. NILANJANA KOTHARI,,,,,,,,Ms. NILANJANA KOTHARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
NELSON,H,BURBANO VERA,,,Mr.,Mr. NELSON H BURBANO VERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
KELLIE,ANN,CHACANACA,,,Miss,Miss KELLIE ANN CHACANACA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
PABLO,,INZUNZA VELAZQUEZ,,,Mr. & Mrs.,Mr and Mrs PABLO INZUNZA VELAZQUEZ,,,,,,and,,,,Mr,VELAZQUEZ,,,,,,,,,,,,INZUNZA,,,,,,,,,,PABLO,,,,,,,,,,,,Household,False,True,False,True
RIHAN,,KHAN,,M.D.,Dr. & Mrs.,"Dr. & Mrs. RIHAN KHAN, M.D.",,,,,,&,,,,Mrs.,RIHAN,,,,,,,,,,,,,,,,,,,,M.D.,,,,,,,,,KHAN,Dr.,,,,Household,True,True,False,True
SYED,MAHMOOD,AHMAD,,,Dr. & Mrs.,Dr & Mrs SYED MAHMOOD AHMAD,,,,,,,,Dr & Mrs SYED MAHMOOD AHMAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
PETER,SCHUYLER,HEDBERG,,,,PETER SCHUYLER HEDBERG,,,,,,,,PETER SCHUYLER HEDBERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
EGILIUS,LH,SPIERINGS,,,Mr. & Mrs.,Mr & Mrs EGILIUS LH SPIERINGS,,,,,,,,Mr & Mrs EGILIUS LH SPIERINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
THAN,,KRISDAKUMTORN,,,Dr. & Mrs.,Dr. and Mrs. THAN KRISDAKUMTORN,,,,,,and,,,,Mrs.,THAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KRISDAKUMTORN,Dr.,,,,Household,True,True,False,True
KAMAKKI,JR,BANKS,,,,KAMAKKI JR BANKS,,,,,,,,KAMAKKI JR BANKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
JAE,CHAN,HWANG,,,Mr.,Mr. JAE CHAN HWANG,,,,,,,,,,Mr.,CHAN HWANG,,,,,,,,,,,,,,,,,,,,,,JAE,,,,,,,,,,,,Person,False,True,False,True
FANNY,,ITA NAGY,,,Mrs.,Mrs. FANNY ITA NAGY,,,,,,,,,,Mrs.,NAGY,,,,,,,,,,,,ITA,,,,,,,,,,FANNY,,,,,,,,,,,,Person,False,True,False,True
RAMESH,B,ELURI,,M.D.,Dr. & Mrs.,Dr and Mrs RAMESH B ELURI MD,,,,,,and,,,,Mrs,RAMESH,,,,,,,,,,,,,ELURI MD,,,,,,,B,,,,,,,,,,Dr,,,,Household,True,True,False,True
ARIES,,BIGLANG AWA,,,Mr.,Mr ARIES BIGLANG AWA,,,,,,,,,,Mr,AWA,,,,,,,,,,,,BIGLANG,,,,,,,,,,ARIES,,,,,,,,,,,,Person,False,True,False,True
INGRID,LUCIA,ISDITH,,,Ms.,Ms. INGRID LUCIA ISDITH,,,,,,,,Ms. INGRID LUCIA ISDITH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
KELLEY,W,SULLIVAN,,,Miss,Miss KELLEY W SULLIVAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
ERIC,MARTIN,BONIFIELD,,,Mr. & Mrs.,Mr. & Mrs. ERIC MARTIN BONIFIELD,,,,,,,,Mr. & Mrs. ERIC MARTIN BONIFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
TERRI,LA-C,POUNDERS,,,Ms.,Ms TERRI LA-C POUNDERS,,,,,,,,Ms TERRI,,,POUNDERS,,,,,,,,,,,,,,LA-C,,,,,,,,,,,,,,,,,,,,Corporation,False,False,True,True
TESSA,LEIGH,MANNING,,,Ms.,Ms. TESSA LEIGH MANNING,,,,,,,,Ms. TESSA LEIGH MANNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
MARIA,C,REYES RODRIGUEZ,,,Miss,Miss MARIA C REYES RODRIGUEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
FARHAN,,ZAIDI,,,Mr.,Mr FARHAN ZAIDI,,,,,,,,,,Mr,FARHAN ZAIDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person,False,True,False,True
SWAPNA,,DHILLON,,,,SWAPNA DHILLON,,,,,,,,SWAPNA DHILLON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
ELIZABETH,NHU-NGUYEN,THAI,,,Ms.,Ms ELIZABETH NHU-NGUYEN THAI,,,,,,,,Ms ELIZABETH NHU-NGUYEN THAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
JAINA,V,ABRAHAM,,,Ms.,Ms JAINA V ABRAHAM,,,,,,,,Ms JAINA V ABRAHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
WADE,OSMOND,MILNE,,,Dr.,Dr WADE OSMOND MILNE,,,,,,,,,,,OSMOND MILNE,,,,,,,,,,,,,,,,,,,,,,WADE,,,,,,,,Dr,,,,Person,False,True,False,True
PIOTR,,GRABIAS,,,,PIOTR GRABIAS,,,,,,,,PIOTR GRABIAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
BLAKE,CHRISTOPHER,POLEYNARD,,,Mr. & Mrs.,Mr & Mrs BLAKE CHRISTOPHER POLEYNARD,,,,,,&,,,,Mr,BLAKE,,,,,,,,,,,,,,,,,,,,,,CHRISTOPHER,,,,,,,POLEYNARD,,,,,Household,True,True,False,True
GAIL,ELIZABETH,MACINTYRE,,,Ms.,Ms. GAIL ELIZABETH MACINTYRE,,,,,,,,Ms. GAIL ELIZABETH MACINTYRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
AFISHETU,,IKHARO-OKHOMINA,,,,AFISHETU IKHARO-OKHOMINA,,,,,,,,AFISHETU IKHARO-OKHOMINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
SAMAR,BIR,SINGH,,,Mr. & Mrs.,Mr & Mrs SAMAR BIR SINGH,,,,,,,,Mr & Mrs SAMAR BIR SINGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
MARY ANN,,KAVALIR,,,Ms.,Ms MARY ANN KAVALIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
BIREN,,SARAIYA,,,Dr.,Dr. BIREN SARAIYA,,,,,,,,,,,BIREN SARAIYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.,,,,Person,False,True,False,True
AUNG KYAW,S,MAUNG,,,,AUNG KYAW S MAUNG,,,,,,,,AUNG KYAW S MAUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
JILDA,H,ULICNY,,,Ms.,Ms JILDA H ULICNY,,,,,,,,Ms JILDA H ULICNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
SUSAN,B,SELIGMAN HAAS,,,Ms.,Ms. SUSAN B SELIGMAN HAAS,,,,,,,,Ms. SUSAN B SELIGMAN HAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
JOSEPH,ANTHONY,CEFALU,,M.D.,Dr. & Mrs.,"Dr and Mrs JOSEPH ANTHONY CEFALU, MD",,,,,,and,,,,Mrs,ANTHONY,,,,,,,,,,,,JOSEPH,,,,,,,,MD,,,,,,,,,CEFALU,Dr,,,,Household,True,True,False,True
JOSE,,VILLALON GOMEZ,,,,JOSE VILLALON GOMEZ,,,,,,,,JOSE VILLALON GOMEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
PARVIZ,,SOOMEKH,,,Dr. & Mrs.,Dr. and Mrs. PARVIZ SOOMEKH,,,,,,and,,,,Mrs.,,,,,,,,,PARVIZ,,,,,,,,,,SOOMEKH,,,,,,,,,,,,Dr.,,,,Household,True,True,False,True
STELA,,SUSAC PAVIC,,,Dr.,Dr. STELA SUSAC PAVIC,,,,,,,,Dr. STELA SUSAC PAVIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
CESAR IAN,K,AGUIRRE,,,Dr. & Mrs.,Dr & Mrs CESAR IAN K AGUIRRE,,,,,,,,Dr & Mrs CESAR IAN K AGUIRRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
TAYLOR,R,WATROUS,,,Miss,Miss TAYLOR R WATROUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
LISA,J,ALDERSON,,M.D.,Miss,Miss LISA J ALDERSON M.D.,,,,,,,,,,,LISA,,,,,,,,,,,J,ALDERSON,,,,,,,,M.D.,,Miss,,,,,,,,,,,,Person,False,True,False,True
ZOUHAIR,,BIBI,,M.D.,Dr. & Mrs.,Dr & Mrs ZOUHAIR BIBI MD,,,,,,&,,,,Mrs,,,,,,,,,,,,,,,,,,,,,MD,,BIBI,,,,,,,,Dr,,ZOUHAIR,,Household,True,True,False,True
RITA,K,SINGH PARIKSHAK,,M.D.,Miss,Miss RITA K SINGH PARIKSHAK M.D.,,,,,,,,,,,SINGH,,,,K,,,,,,,,,,,,,,,,PARIKSHAK M.D.,,Miss RITA,,,,,,,,,,,,Person,False,True,False,True
CHEN,XIANG,HA,,,Ms.,Ms CHEN XIANG HA,,,,,,,,Ms CHEN XIANG HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
VADIM,,AZBEL,,,Mr. & Mrs.,Mr and Mrs VADIM AZBEL,,,,,,and,,,,Mr,VADIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AZBEL,,,,,Household,True,True,False,True
MUHAMMAD,SIDDIQUE TARIQ,QURESHI,,M.D.,Dr.,Dr MUHAMMAD SIDDIQUE TARIQ QURESHI MD,,,,,,,,Dr MUHAMMAD SIDDIQUE TARIQ QURESHI MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
SWARUPA,A,GADRE,,,Ms.,Ms. SWARUPA A GADRE,,,,,,,,Ms. SWARUPA A GADRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
REVITAL,,GORODESKI BASKIN,,,Ms.,Ms. REVITAL GORODESKI BASKIN,,,,,,,,,,Ms.,BASKIN,,,,,,,,,,,,GORODESKI,,,,,,,,,,REVITAL,,,,,,,,,,,,Person,False,True,False,True
VENKAT RAMANA,P,REDDY,,,Dr. & Mrs.,Dr and Mrs VENKAT RAMANA P REDDY,,,,,,and,,,,Mrs,VENKAT,,,,P,,,,,,,,,,,,,,,,,,RAMANA,,,,,,,REDDY,Dr,,,,Household,True,True,False,True
ASHLEY,A,STILLWELL,,,Miss,Miss ASHLEY A STILLWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RepeatedLabelError,False,True,True,True
FERNANDO,,GERENA NIEVES,,,Mr. & Mrs.,Mr. & Mrs. FERNANDO GERENA NIEVES,,,,,,&,,,,Mr.,NIEVES,,,,,,,,,,,,GERENA,,,,,,,,,,FERNANDO,,,,,,,,,,,,Household,False,True,False,True
AMER,S,TFAILI,,M.D.,,AMER S TFAILI M.D.,,,,,,,,AMER S TFAILI,,,,,,,,,,,,,,,,,,,,,,,M.D.,,,,,,,,,,,,,,Corporation,False,True,True,True
AMIR,,HASSAN,,,Dr. & Mrs.,Dr and Mrs AMIR HASSAN,,,,,,and,,,,Mrs,AMIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HASSAN,Dr,,,,Household,True,True,False,True
JEANNE,M,CAWSE LUCAS,,,Miss,Miss JEANNE M CAWSE LUCAS,,,,,,,,,,,LUCAS,,,,M,,,,,,,,CAWSE,,,,,,,,,,Miss JEANNE,,,,,,,,,,,,Person,False,True,False,True
LINDSEY,A,KRONOUR,,,Miss,Miss LINDSEY A KRONOUR,,,,,,,,Miss LINDSEY A KRONOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
BAHAR,,HADJIESMAEILOO,,,Dr.,Dr BAHAR HADJIESMAEILOO,,,,,,,,Dr BAHAR HADJIESMAEILOO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
WEEDA,,NEJRABI,,,Ms.,Ms WEEDA NEJRABI,,,,,,,,Ms WEEDA NEJRABI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
ABRAR,,HUSAIN,,M.D.,Mr. & Mrs.,"Mr and Mrs ABRAR HUSAIN, MD",,,,,,and,,,,Mr,ABRAR,,,,,,,,,,,,,,,,,,,,MD,,,,,,,,,HUSAIN,,,,,Household,True,True,False,True
NAVEED,,IQBAL,,M.D.,,NAVEED IQBAL MD,,,,,,,,NAVEED IQBAL MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
TIMOTHY,TODD,KUHN,,,Mr.,Mr TIMOTHY TODD KUHN,,,,,,,,,,Mr,TODD KUHN,,,,,,,,,,,,,,,,,,,,,,TIMOTHY,,,,,,,,,,,,Person,False,True,False,True
SEAN,ERIC,MCMILLAN,,,,SEAN ERIC MCMILLAN,,,,,,,,SEAN ERIC MCMILLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
TIMOTHY,JAMES PATRICK,COOPER,,,Mr. & Mrs.,Mr. and Mrs. TIMOTHY JAMES PATRICK COOPER,,,,,,and,,,,Mr.,JAMES,,,,,,,,,,,,PATRICK,,,,,,,,,,TIMOTHY,,,,,,,COOPER,,,,,Household,True,True,False,True
YASHPAL,,ARYA,,,Dr. & Mrs.,Dr and Mrs YASHPAL ARYA,,,,,,and,,,,Mrs,YASHPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARYA,Dr,,,,Household,True,True,False,True
CHOONG,GILBERT,KIM,,,Mr. & Mrs.,Mr and Mrs CHOONG GILBERT KIM,,,,,,and,,,,Mr,CHOONG,,,,,,,,,,,,,,,,,,,,,,GILBERT,,,,,,,KIM,,,,,Household,True,True,False,True
DONNA,MERLINE,FRANCIS SAMUELS,,,Mrs.,Mrs DONNA MERLINE FRANCIS SAMUELS,,,,FRANCIS SAMU,,,,MERLINE,,Mrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DONNA,Corporation,False,True,True,True
MICHAEL PAOLO,A,BANTOLO,,,Dr. & Mrs.,Dr & Mrs MICHAEL PAOLO A BANTOLO,,,,,,,,Dr & Mrs MICHAEL PAOLO A BANTOLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
SHERRY,,KNAPP BROWN,,,Mrs.,Mrs SHERRY KNAPP BROWN,,,,,,,,,,Mrs,BROWN,,,,,,,,,,,,KNAPP,,,,,,,,,,SHERRY,,,,,,,,,,,,Person,False,True,False,True
JOHN PAOLO,B,SALAPATE,,,Dr.,Dr. JOHN PAOLO B SALAPATE,,,,,,,,,,,PAOLO,,,,,,,,,,,,,,,,,,,,B SALAPATE,,JOHN,,,,,,,,Dr.,,,,Person,False,True,False,True
MOHAMED,NABIL FAHMY IMAM,FAHMY,,,Dr.,Dr. MOHAMED NABIL FAHMY IMAM FAHMY,,,,,,,,MOHAMED NABIL FAHMY IMAM FAHMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.,,,,Corporation,False,True,True,True
KIMBERLY,DUNCAN,MARTINEZ,,,Miss,Miss KIMBERLY DUNCAN MARTINEZ,,,,,,,,,,,DUNCAN MARTINEZ,,,,,,,,,,,,KIMBERLY,,,,,,,,,,Miss,,,,,,,,,,,,Person,False,True,False,True
RAHIKYA,,ORR WILSON,,,Dr.,Dr RAHIKYA ORR WILSON,,,,,,,,,,,WILSON,,,,,,,,,,,,ORR,,,,,,,,,,RAHIKYA,,,,,,,,Dr,,,,Person,False,True,False,True
SYEDA,F,MARZIA,,,Ms.,Ms SYEDA F MARZIA,,,,,,,,Ms SYEDA F MARZIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corporation,False,True,True,True
SANDOR,,MECS,,M.D.,Mr. & Mrs.,"Mr & Mrs SANDOR MECS, MD",,,,,,&,,,,Mr,SANDOR,,,,,,,,,,,,,MD,,,,,,,MECS,,,,,,,,,,,,,,Household,True,True,False,True
